telling  ;datum;naxxyyzzinventarisnummer;naxxyyzzfolioxxyyzznummer;scheepsnaam;scheepstype;plaatsxxyyzzparthesius;lokatie;aantalxxyyzzpersonen;aantalxxyyzzzeevarendenxxyyzzeuropees;aantalxxyyzzzeevarendenxxyyzzaziatisch;aantalxxyyzzsoldatenxxyyzzeuropees;aantalxxyyzzsoldatenxxyyzzaziatisch;aantalxxyyzzoverig;azxxyyzzaantalxxyyzzvoorman;azxxyyzzaantalxxyyzzvoormansmaat;azxxyyzzaantalxxyyzzkok;azxxyyzzaantalxxyyzzmatrozen;azxxyyzzaangenomenxxyyzzplaats;azxxyyzzaangenomenxxyyzzparthesius;azxxyyzzaangenomenxxyyzzjaar;azxxyyzzaangenomenxxyyzzjaarxxyyzznorm;azxxyyzzaanduidingxxyyzzmatrozen;azxxyyzzaanduidingxxyyzzvoorman;azxxyyzzloonxxyyzzvoorman;azxxyyzzloonxxyyzzvoormansmaat;azxxyyzzloonxxyyzzkok;azxxyyzzloonxxyyzzmatrozen;azxxyyzzregistratiexxyyzzwijze;azxxyyzzregistratiexxyyzzkop;azxxyyzzregistratiexxyyzzopmerking;asxxyyzzaangenomenxxyyzzplaats;asxxyyzzaangenomenxxyyzzjaar;asxxyyzzaanduidingxxyyzzsoldaten;asxxyyzzaanduidingxxyyzzvoorman;asxxyyzzloonxxyyzzhoofd;asxxyyzzloonxxyyzzcorporaal;asxxyyzzloonxxyyzzsoldaat;asxxyyzzregistratiexxyyzzwijze;asxxyyzzregistratiexxyyzzkop;asxxyyzzregistratiexxyyzzopmerking;opmerkingen;voornaam;tussenvoegsel;achternaam;geboorteplaats;aankomstxxyyzzazie;notitie;dasxxyyzzlinkxxyyzzheen;dasxxyyzzlinkxxyyzzterug
604;1699;11715;146;Vossenbos;Fluijt;32;Persia, ter rhede;31;19;12;;;;1;;1;10;Bengalen;44;1698;1698;10 mattroosen;Bootsman (met kok);12;;10.5;7.5;Per groep;Inlanders;" '12 Inlanders, te weten: 1 bootsman; 1 cock; 10 mattroosen'";;;;;;;;;;;;Claas;;Haft?;Oostzaenen;Aangekomen met Vossenbos 1695;;1704.1;
605;1699;11715;147;De Spiegel;Schip;41;Tutucorijn, ter rhede;205;116;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1786.3;6029.3
606;1699;11715;156;Hobree;Schip;41;Puntekijl, ter rhede?;59;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1590.2;
607;1699;11715;159;Kennemerland;Chialoup;42;Jafnapatnam;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
608;1699;11715;159;Vriesland;Chialoup;42;Jafnapatnam;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
609;1699;11715;160;Jaffanapatnam;Chialoup;42;Jafnapatnam;4;4;;;;;;;;;;;;;;;;;;;;;Betreft bootsman, bosschieter en twee matrozen.;;;;;;;;;;;;Hendrik;;Laurense;Amsterdam;Aangekomen met Cuxopia 1673;;;
610;1699;11715;160;Manaar;Chialoup;42;Jafnapatnam;2;2;;;;;;;;;;;;;;;;;;;;;Betreft quartiermeester en matroos!;;;;;;;;;;;;Huijbert;;Jochumse;;Aangekomen met Schieland 1685;;;
611;1699;11715;160;De Visser;Chialoup;42;Jafnapatnam;1;1;;;;;;;;;;;;;;;;;;;;;Betreft quartiermeester;;;;;;;;;;;;Paulus;;Jochumse;Amsterdam;Aangekomen met Pampus 1688;;;
612;1699;11715;160;Hammenhiel;Chialoup;42;Jafnapatnam;1;1;;;;;;;;;;;;;;;;;;;;;Betreft quartiermeester;;;;;;;;;;;;Pieter;van;Laken;Waelscloot;Aangekomen met Tidoor 1677;;;
613;1699;11715;161;De Hoop;Klauw? / Khauw?;42;Jafnapatnam;1;1;;;;;;;;;;;;;;;;;;;;;Betreft quartiermeester;;;;;;;;;;;;Jan Laurens;;Grafwaijck;Enkhuijzen;Aangekomen met Opmeer 1672;;;
614;1699;11715;161;De Lastdrager;Klauw? / Khauw?;42;Jafnapatnam;1;1;;;;;;;;;;;;;;;;;;;;;Betreft quartiermeester;;;;;;;;;;;;Roos;;Janse;Beukenhoven?;Aangekomen met Vosmaer 1693;;;
615;1699;11715;161;De Nijptangh;Hoeker;42;Colombo, ter rhede;22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1741.1;
616;1699;11715;162;De Fraanpost?;Hoeker;42;Colombo, ter rhede;2;2;;;;;;;;;;;;;;;;;;;;;Betreft opperstuurman en chirurgijn!;;;;;;;;;;;;;;;;;;;
617;1699;11715;162;Het Hoeffijser;Hoeker;42;Colombo, ter rhede;16;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1510.1;
618;1699;11715;163;Sprikhaen;Hoeker;42;Colombo, ter rhede;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1669.1;
619;1699;11715;164;De Vijl;Chialoup;42;Colombo, ter rhede;12;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620;1699;11715;165;De Leeuwenburgh;Chialoup;42;Colombo, ter rhede;22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1532.1;
621;1699;11715;166;De Roosekrans;Chialoup;42;Colombo, ter rhede;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;1699;11715;166;Den Eliphant;Chialoup;42;Colombo, ter rhede;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
623;1699;11715;167;De Vrede;Chialoup;41;Tutucorijn, ter rhede;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
624;1699;11715;167;Negombo;Chialoup;41;Tutucorijn, ter rhede;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
625;1699;11715;167;De Snoek;Chialoup;41;Tutucorijn, ter rhede;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
626;1699;11715;168;De Schaapherder;Jagt;85;Amboina, ter reede;27;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1653.2;
627;1699;11715;169;Ceram;Chialoup;85;Amboina, ter reede;16;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
628;1699;11715;170;Het Haasje;Chialoup;85;Amboina, ter reede;11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
629;1699;11715;171;Laricque;Chialoup;85;Amboina, ter reede;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
630;1699;11715;171;Laricque;Chialoup;85;Amboina, ter reede;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
631;1700;11716;154;Ijsselmonde;Schip;42;Gale, Punte Gale, zeijbreed leggende om te repatrieeren;122;95;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1808.3;6052.3
632;1700;11716;159;De Stad Ceulen;Schip;41;Ponnekail, ter rheede;95;75;20;;;;;;;;;;;;19 mattroosen;Sarangh;12;;;7.5;Per groep;Mooren;;;;;;;;;;;;;Alexander;;Simonsz;Amsterdam;Aang. Ceulen 1699;;1782.2;6046.2
633;1700;11716;163;Den Eenhoorn;Schip;41;Tutucorijn, ter rhede;85;72;13;;;;;;;;;;;;12 mattroosen;Bootsman;12;;;7.5;Per groep;Mooren;;;;;;;;;;;;;Dirck;;Socke;Amsterdam;Aang. Ceulen 1699;;1776.5;
634;1700;11716;167;Peperboom;Schuijt;41;Tutucorijn, ter rhede;55;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1807.1;6043.1
635;1700;11716;169;Beijeren;Schip;42;Gale, baai;97;73;;13;10;1;;;;;;;;;;;;;;;;;;;;9 soldaten;Corporaal;;12;9;Per groep;Inlandse militairen;;;;;;;;;1799.2;6050.2
636;1700;11716;174;Vrijburg;Schip;41;Ponnekail, ter rheede;150;61;;64;25;;;;;;;;;;;;;;;;;;;niet gegeven;;22 soldaten;Sergeant (2 corporaals);15;12;9;Per groep;;;;;;;;;;1779.2;6075.2
637;1700;11716;180;Otershem / Evershem?;Fregat;41;Tutucorijn, ter rhede;72;42;30;;;;;;;;niet gegeven;;;;30 Inlandse mattroosen;Niet;;;;7.5;Per groep;Inlandse mattroosen;;;;;;;;;;;;;Leendert Claesz;;Broek;Hoorn;Aang. Berkenroode 1699;;1728.2;
638;1700;11716;182;De Coning van Bantham;Jagt;31;Mocha, ter rhede;78;65;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
639;1700;11716;186;Wijk op Zee;Schip;31;Mocha, ter rheede;81;48;;25;8;;;;;;;;;;;;;;;;;;;Batavia;1699;7 soldaten;Corporaal;;12;9;Per groep;Inlanders;;;;;;;;;;
640;1700;11716;189;De Soldaat;Fregat;31;Mocha, ter rheede;73;40;;18;15;;;;;;;;;;;;;;;;;;;Batavia;;14 soldaten;Corporaal;;12;9;Per groep;Inlanders;;;;;;;;;1730.1;
641;1700;11716;193;De Nijptangh;Chialoup;42;Colombo, ter rhede;21;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1741.1;
642;1700;11716;194;De Spaarpoth;;42;Colombo, ter rhede;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1472.1;
643;1700;11716;195;Het Hoeffijser;;42;Colombo, ter rhede;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1510.1;
644;1700;11716;195;De Roscam;;42;Colombo, ter rhede;17;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1796.2;
645;1700;11716;196;Leeuwenbergh;;42;Colombo, ter rhede;21;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1532.1;
646;1700;11716;197;De Springhaen [De Sprinckhan];;42;Colombo, ter rhede;21;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1669.1;
647;1700;11716;199;Pijl;Chialoup;42;Colombo, ter rhede;13;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
648;1700;11716;199;Houtbosch;Chialoup;42;Colombo, ter rhede;16;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649;1700;11716;200;De Eliphant;Chialoup;42;Colombo, ter rhede;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650;1700;11716;201;Kennemerland;Chialoup;42;Jafnapatnam;9;9;;;;;;;;;;;;;;;;;;;;;Temidden van E bemanning staan matroos Gilles Montack van Colombo (9 g, alhier aang: 1700), jongmatroos Antolonij Cornelisz van Jaffanapatnam (7 g, alhier aang: 1692);;;;;;;;;;;;;;;;;;;
651;1700;11716;201;Vriesland;Chialoup;42;Jafnapatnam;6;6;;;;;;;;;;;;;;;;;;;;;Onderaan E bemanning staan matroos Thomas Pintanus van Jaffanapatnam (8 g, alhier aang: 1698), Thomas Cornelisz van Jaffanapatnam (6 g, alhier aang: 1695);;;;;;;;;;;;;;;;;;;
652;1700;11716;202;Jaffanapatnam;Chialoup;42;Jafnapatnam;5;5;;;;;;;;;;;;;;;;;;;;;Onderaan E bemanning staat matroos Maniel Andriesz van Jaffanapatnam (10 g, alhier aang: 1699);;;;;;;;;;;;;;;;;;;
653;1700;11716;202;Manaer;Chialoup;42;Jafnapatnam;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Huijbert;;Jochumsz;Werkendam;Schielandt 1685;;;
654;1700;11716;202;De Visser;Chialoup;42;Jafnapatnam;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paulus;;Jochumsz;Amsterdam;Jaupus 1688;;;
655;1700;11716;202;Hammenhiel;Chialoup;42;Jafnapatnam;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jasper;;Kenne?;Groeinings?;Ulpendam 1692;;;
656;1700;11716;203;De Lastdrager;Schouw;42;Jafnapatnam;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ros;;Jansz;Werckhoven;Amsterdam 1655;;;
657;1700;11716;203;De Hoop;Chialoup;42;Jafnapatnam;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan;;Harmensz;Grasmeijer;Opmeer 1672;;;
658;1700;11716;203;De Lastdrager;Chialoup;42;Trinconemale;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
659;1700;11716;203;Der Breede;Chialoup;41;Tutucorijn, ter rhede;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
660;1700;11716;204;Negombo;Chialoup;41;Tutucorijn, ter rhede;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
661;1700;11716;204;De Snoek;Chialoup;41;Tutucorijn, ter rhede;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
662;1700;11716;205;Allelande;Chialoup;41;Tutucorijn, ter rhede;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
663;1701;11716;1;Cattendijck;Schip;79;Batavia;131;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1846.3;6062.3
664;1701;11716;7;Diemen;Schip;79;Batavia;84;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1839.1;6097.1
665;1701;11716;10;Oostsouburgh;Schip;79;Batavia;97;83;14;;;;1;;;13;Souratta;33;;;13 mattroosen;Bootsman;12;;;7.5;Per groep;Mooren;" '14 Mooren, teweten: 1 Bootsman, 13 mattroosen; maakt 14 Inlanders'.";;;;;;;;;;;;Jacobus;;Verseijde;Maaslandsluijs;aang. Hoogergeest 1692;;1624.2;5980A.
666;1701;11716;14;Nederland;Schip;79;Batavia;118;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1806.4;
667;1701;11716;20;Nigteveght;Schip;79;Batavia;74;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1840.4;
668;1701;11716;23;Oestgeest;Fluijt;79;Batavia;53;37;16;;;;1;;;15;Souratta;33;;;15 mattroosen;Bootsman;12;;;7.5;Per groep;Moorse mattroosen; '16 moorse mattroosen, als: 1 Bootsman, 15 mattroosen'.;;;;;;;;;;;;Jan;de;Wit;Forsen?;Aang. Oestgeest 1700;;1813.1;6074.1
669;1701;11716;25;De Unie;Schip;79;Batavia;84;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1821.2;6072.2
670;1701;11716;29;Abbekerk;Fluijt;79;Batavia;59;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1789.1;6077.1
671;1701;11716;32;De Moercappel;Schip;79;Batavia;67;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1761.4;
672;1701;11716;35;De Belois;Fluijt;79;Batavia;61;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1804.4;6058.4
673;1701;11716;38;De Crab;Fluijt;79;Batavia;62;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1743.3;
674;1701;11716;41;De Generaele Vreede;Schip;79;Batavia;85;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1834.1;6066.1
675;1701;11716;45;Waterman;Fluijt;79;Batavia;61;61;;;;;;;;;;;;;;;;;;;;;Onderaan bemanningslijst op eennalaatste plaats 'Gabriel Gelmer van Galen' in Azië aangenomen als jongen in 1700;;;;;;;;;;;;;;;;;;1797.3;
676;1701;11716;48;Huijs te Duijnen;Schip;79;Batavia;61;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1736.2;6070.2
677;1701;11716;51;Langewijck;Fluijt;79;Batavia;65;60;5;;;;;;;5;Bengalen;44;;;5 Inlanders mattroosen;Niet;;;;7.5;Per groep;;;;;;;;;;;;;;Jan;de;Bruijn;Amsterdam;Aang. De Beurs 1667;;1652.5;
678;1701;11716;54;Den IJsselt;Fluijt;79;Batavia;71;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1793.3;
679;1701;11716;57;Woggenum;Jagt;79;Batavia;56;47;9;;;;;;1;8;;;;;8 Matroosen;Niet (wel een kok);;;10.5;7.5;Per groep;Inlanders; '9 Inlanders, teweten: 1 cock, Augustinus De Rosaijro, 8 matroosen'.;;;;;;;;;;;;Jacob;de;Jonge;Middelburgh;Aang. Zallandt 1689;;1664.1;
680;1701;11716;59;Den Eenhoorn;Schip;79;Batavia;76;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1776.5;
681;1701;11716;63;De Pool;Jagt;79;Batavia;37;24;13;;;;1;;1;11;;;;;11 Mattroosen;Bootsman (met kok);12;;10;7.5;Per groep;Inlanders; '13 Inlanders, teweten: 1 Bootsman, 1 Cock, 11 Mattroosen'.;;;;;;;;;;;;Albert;;Verdiep;Amsterdam;Aang. Coiwerus? 1679;;1768.1;
682;1701;11716;64;Assendelft;Schip;79;Batavia;88;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1773.2;6068.2
683;1701;11716;68;De Purmer;Jagt;79;Batavia;53;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1694.4;
684;1701;11716;71;Het Hof van Ilpendam;Jagt;79;Batavia;76;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1832.3;6101.3
685;1701;11716;74;De Wind;Jagt;79;Batavia;34;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1764.2;
686;1701;11716;76;Pampus;Schip;79;Batavia;74;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1692.3;
687;1701;11716;79;De Flora;Schip;79;Batavia;56;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1816.1;6076.1
688;1701;11716;82;De Peperthuijn;Jagt;79;Batavia;37;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
689;1701;11716;84;De Caauw;Jagt;79;Batavia;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1634.1;
690;1701;11716;85;Emmenes;Fluijt;79;Batavia;29;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1686.4;
691;1701;11716;87;Susanna;Jagt;79;Batavia;45;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
692;1701;11716;89;De Schulp;Fluijt;79;Batavia;46;33;13;;;;1;;;12;Bengalen;44;1700;1700;12 Mattroosen;Sarang of Bootsman;12;;;7.5;Per groep;Inlanders;;;;;;;;;;;;;Pieter;;Bogaert;Middelburg;Aang. Ijsselmonde 1700;;1680.1;
693;1701;11716;91;De Harderunne;Jagt;79;Batavia;24;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1653.2;
694;1701;11716;92;De Pruijm;Galjoot;79;Batavia;12;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1640.1;
695;1701;11716;93;Het Hoen;Galjoot;79;Batavia;12;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1628.1;
696;1701;11716;94;Johoor;Chialoup;79;Batavia;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
697;1701;11716;94;Carthago;Schip;73;Japara, ter rheede (Noordoostkust Java);84;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1825.3;6061.3
698;1701;11716;98;Otershem / Evershem?;Fluijt;73;Japara, ter rheede (Noordoostkust Java);85;44;41;;;;1;1;;39;Bengalen;44;;;34 Moorse en 5 Portuguese Mattroosen;Sarang of Bootsman (1, met 1 Tandel of Midman);12;12;;7.5;Per groep;Inlanders;;;;;;;;;;;;NOG FOTO!!!;Leendert Claesz;;Broek;Hoorn;Aang. Berkenroode 1699;;1728.2;
699;1701;11716;101;De Juffrouw Petronella;Chialoup;73;Japara, ter rheede (Noordoostkust Java);9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
700;1701;11716;101;De Koningsvis;Pantjalang;73;Japara, ter rheede (Noordoostkust Java);13;7;6;;;;;;;6;;;;;6 Inlanders;;;;;9;Per groep;;[geen functie vermeld (zeevarenden of soldaten?)];;;;;;;;;;;;Dirck;;Jansz;;Aang. Assendelft 1699;;;
701;1701;11716;102;De Stompneus;Pantjalang;73;Japara, ter rheede (Noordoostkust Java);10;5;;;5;;;;;;;;;;;;;;;;;;;;;5 Inlandtse soldaten;;;;9;;;Per groep: '5 Inlandtse soldaten';;;;;;;;;
702;1701;11716;102;Blauwenbergh;Jagt;73;Sourabaja;23;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
703;1701;11716;103;De Platvis;Pantjalang;73;Sourabaja;12;6;;;6;;;;;;;;;;;;;;;;;;;;;6 Inlandtse soldaten;;;;9;;;Per groep: '6 Inlandtse soldaten';;;;;;;;;
704;1701;11716;104;De Steenbrasem;Pantjalang;73;Sourabaja;10;3;;;7;;;;;;;;;;;;;;;;;;;;;6 soldaten;Corporaal;;12;9;;;"Per groep: '7 Inlanders: 1 corporaal; 6 soldaten'";;;;;;;;;
705;1701;11716;105;De Bagger;Pantjalang;73;Sourabaja;12;6;;;6;;;;;;;;;;;;;;;;;;;;;6 Inlandtse soldaten;;;;9;;;Per groep: '6 Inlandtse soldaten';;;;;;;;;
706;1701;11716;105;Goa;Chialoup;84;Maccassar;11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
707;1701;11716;106;Bone;Chialoup;84;Maccassar;11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
708;1701;11716;106;De Klipvis;Chialoup;84;Maccassar;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
709;1701;11716;107;De Cacop;Pantjalang;84;Maccassar;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
710;1701;11716;107;Elisabeth;Chialoup;61;Mallacca;17;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
711;1701;11716;108;Andromeda;Jagt;61;Mallacca;40;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
712;1701;11716;110;Vossenbos;Fluijt;42;Gale, baaij van;30;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1704.1;
713;1701;11716;112;Prinsland;Schip;41;Tutucorijn, ter rhede;77;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1690.5;
714;1701;11716;115;De Zion;Schip;41;Tutucorijn, ter rhede;78;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1809.5;6067.5
715;1701;11716;119;De Vreede;Chialoup;41;Tutucorijn, ter rhede;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
716;1701;11716;119;Negombo;Chialoup;41;Tutucorijn, ter rhede;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
717;1701;11716;120;De Snoek;Chialoup;41;Tutucorijn, ter rhede;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
718;1701;11716;120;Klipsant;Chialoup;41;Tutucorijn, ter rhede;11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
719;1701;11716;121;Boot van de Werff;Boot;41;Tutucorijn, ter rhede;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
720;1701;11716;121;De Nijptangh;Hoeker;42;Colombo;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1741.1;
721;1701;11716;122;De Spaarpoth;Hoeker;42;Colombo;18;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1472.1;
722;1701;11716;123;De Leeuwenbergh;Hoeker;42;Colombo;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1532.1;
723;1701;11716;124;De Roskam;Hoeker;42;Colombo;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1796.2;
724;1701;11716;125;Het Hoeffijser;Hoeker;42;Colombo;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1510.1;
725;1701;11716;126;De Spijk;Chialoup;42;Colombo;14;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
726;1701;11716;126;Het Houtbosch;Chialoup;42;Colombo;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
727;1701;11716;127;Kennemerland;Chialoup;42;Jafnapatnam;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
728;1701;11716;128;Vriesland;Chialoup;42;Jafnapatnam;7;7;;;;;;;;;;;;;;;;;;;;;Onderaan bemanningslijst twee matrozen afkomstig van Jafnapatnam en in Azië aangenomen: Thomas Cornelisz van Jafnapatnam en Thomas Pintanus van Jafnapatnam;;;;;;;;;;;;;;;;;;;
729;1701;11716;128;Jaffanapatnam;Chialoup;42;Jafnapatnam;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730;1701;11716;128;Visser;Chialoup;42;Jafnapatnam;2;2;;;;;;;;;;;;;;;;;;;;;Betreft quartiermeester en matroos! Matroos is afkomstig van Jafnapatnam en in Azië aangenomen (Joanus Oldertsz);;;;;;;;;;;;Paulus;;Jochemse;Amsterdam;Aang. Pampus 1688;;;
731;1701;11716;129;"Diverse schepen: Manaar; Mammenziel; De Lastdrager; De Hoop";Chialoup;42;Jafnapatnam;5;5;;;;;;;;;;;;;;;;;;;;;Betreft een quartiermeester, bootsman, schieman en twee matrozen!;;;;;;;;;;;;;;;;;;;
732;1701;11716;129;De Lastdrager;Chialoup;42;Trinconomale;12;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
733;1701;11716;130;De Geregtigheijt;Chialoup;53;Palembangh;11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
734;1701;11716;130;De Leevis;Pantjalang;53;Palembangh;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
735;1701;11716;131;De Moercappel;Schip;33;Souratta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NB: voor tweede maal opgenomen, niet meegeteld;;;;;;;1761.4;
736;1701;11716;134;De Nierop;Fluijt;88;Ternaten, ter rheede;71;50;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1646.3;
737;1701;11716;138;Saamslagh;Jagt;86;Banda, ter rheede;57;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1625.2;
738;1701;11716;140;De Craanvogel;Chialoup;86;Banda, ter rheede;11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
739;1701;11716;141;De Keffingh;Chialoup;86;Banda, ter rheede;11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
